x,y,z
-38.43381431698708,-7.041961139691779,8.407397531817889
-26.910105353115156,33.65652064098768,1.1480424601313954
-18.72597587500975,-7.713207834200972,6.34002536921879
18.177562048616764,4.614472375403665,0.8478826336684342
-27.186987091988946,-42.4405262685706,1.185862135528486
35.34540410479234,19.350551959481038,1.8405998236160082
-0.8939456898241858,1.756139358307685,3.3740872353822216
4.861171158181364,-12.577608557148132,6.466103430145376
-48.98904637245969,17.904696088052347,1.067954729463676
37.40894715548039,0.45655365881497545,7.193761619943222
-44.96709999793048,4.6731253124629575,6.460529633774021
29.88207369390014,7.620187951682368,0.5021330796915635
-29.715571450131918,40.13029653396249,9.890354217201212
44.26569018651804,13.589310096023809,1.639904595748325
26.9304290245975,21.264222482300255,0.3981132233064044
-33.55884262985775,-12.693614513150273,3.403741820303683
38.618534715749576,-37.86413116837963,8.47333184037332
18.375705467960756,25.52079510079797,5.82053476548479
7.483906858397084,-6.292565511917644,3.955478250529131
-21.607209799079563,6.020230523236336,7.459754207401525
-4.959671616539161,-47.042298932172386,1.2576402004375642
22.44797026187514,44.158248709844244,8.654900771560213
-13.123281049150336,-19.503907156912515,1.5220027009940595
10.248726992801679,-31.915343232238502,4.795812661551876
-42.16059644415399,-39.13157399030459,5.9422699078577175
11.431661102248235,-20.880848848906098,0.3689154806209016
42.57391487411594,5.517622454207249,5.143213803612124
-10.93643761217131,-7.83626604226442,9.042224418550072
-39.39407246380402,-34.44801927656395,0.5145523499993154
29.113905440075897,-2.2823216910916813,6.786129898295917
-15.786145030729351,35.80629233898995,0.8211456228350278
-13.017245566266581,-16.288984690810558,4.909573699721321
33.13902628627223,-23.138870833341308,2.801814215248193
-25.763534519028152,-0.8332717203165956,4.317980994211586
29.34671343549043,-22.313904132382035,6.2184019125941035
4.92551723240684,33.982738543468145,8.219538202473748
-49.386445956314404,-47.886777348939916,3.494709118256284
-18.916848963220033,5.74331131452017,7.778305255492414
-15.337330731322709,35.304351664650014,2.4233660800248593
-48.55312504781393,-6.508328388330298,5.10869239909745
-13.63196543678152,-41.477958950923934,7.072523347909381
-33.41586544332321,13.905553330946418,8.142518230774204
-31.594270127585546,-48.24054516234181,6.218714591995113
21.09202275053842,13.057367821642273,4.405233611555239
0.5065517334806984,45.842218523453994,1.9266356380836458
-30.332875675271154,-11.229486652360876,6.283952069933013
-5.316997169208939,-41.4811449784959,4.730850835850259
-3.1790233167354316,-26.661193151155405,3.050464698717702
29.96268226249761,0.9467765067783986,3.6256688547236493
-20.056369672200113,4.713222411266813,8.159537535830317
46.93867808017819,-46.414724227591485,1.372210844517452
-13.704754293868774,-43.74506967102868,7.295009079753058
47.06451466496459,47.386438265314936,5.088371832011184
-16.394125878368172,-43.99275221301213,9.903146102782221
15.431768482262441,-27.600533851170674,7.470587337087396
-3.4048259497353044,24.854038648888533,4.0437703843532855
-39.3402299084757,-1.0791587578774084,0.6174592202726115
-48.96678002520629,-17.36850249062966,9.59244199984587
16.975888786430673,45.77056475193142,4.553106569662618
-17.91223463886658,5.809055537122731,5.014861270551472
33.481287808746245,42.33405199307086,2.047414310584632
-0.8960732702843686,4.993980814394483,4.375845051976247
-22.1200063457341,17.575035550583067,2.725638724862197
-13.447301442639215,-3.9567280726909715,0.32649271885402564
-35.068666248151814,-45.14014349120812,0.4308151780824465
33.26660299926884,17.859323113366074,6.771876715213454
30.486391126936297,14.016631973265731,3.272155766646553
-41.128751368752305,-31.443457063777068,4.950327859620664
-10.670926244694016,1.0133496747719661,3.1743820525181743
3.5363165477303866,3.1227994206982075,1.4592746447293647
-1.4056961728813206,-29.361266227803274,6.432197246037522
-3.137285377639479,-44.858147218373425,8.178483569019443
24.04915244850166,-48.38252741668779,2.157250770824909
5.660946604173525,40.746497882885066,2.23529929591626
-15.969311303133715,-31.11667188100714,6.534552284592316
-38.909493697050664,-15.065820953653564,2.731210798893752
-25.01068824046837,-27.920996729300384,3.8372834850517243
12.637423938113834,-49.49223213888326,9.211531341390202
4.800558827167599,-35.805447976062155,6.55435143766841
17.085286226938578,-8.905466015946153,8.354834362393603
-46.54586514812388,23.644257698834338,8.741835853804048
-11.889188056762393,-42.25812270303248,3.5966886985206714
11.139738808427666,0.20902353304788335,7.038927453895044
-7.314825122973623,1.7413945625295,4.8420375628557375
-11.400431260732013,15.478400505493411,8.644475851003277
-48.94087682958903,-48.03606795916823,5.540182365307777
-2.6685965073919107,-2.150184671877952,9.13959442792271
-41.578689489627884,-45.33382539636227,6.838600428994078
-1.6156297213108175,24.008367053970474,2.4116437519076217
36.992068122804795,-9.287102293122253,1.3813407255569177
10.901593185491109,8.413883913404199,0.1765153787594298
21.010152809812325,-15.26863973084427,4.74944721076754
10.17400999079419,-49.32966388419442,6.59892684689386
-26.322759819470864,13.765461344712257,4.362204949732295
-45.28620075548137,-40.52663736463656,1.596871740284882
41.97570168954657,-25.819051583529962,1.711630927731661
2.920181708572102,-19.2253602257343,9.111861894644559
48.65676302687713,-14.165938097362506,7.53693693932136
38.698176523187286,40.13368798583102,0.9068971168776896
-49.02358412870138,-14.122766383793191,1.3779905021065153
-28.797187910726564,38.32481254423328,1.6410735951404465
-5.397382195740697,-10.723664512988805,1.2928941241863934
-7.976677491583253,24.716623447692882,0.42479620681045493
33.05554673695305,47.887337599309404,9.932872114515522
0.36514158085090287,-13.604733874972311,3.3225806198561014
-11.060845152544083,-34.36754012453342,9.391265353569992
40.00185850911849,41.60403142441129,4.037930819844132
14.585361934726677,27.635249721402616,1.2474474663527713
37.636201702549954,34.278183407819014,9.046036051386043
-42.9996248571281,32.78479413757756,3.091483287531549
23.86064791770731,-3.7913551170114417,2.9354553422802088
12.442182129644976,18.26504515742566,1.9081912112420762
-6.612628012897282,-6.438577655656431,1.271793086074292
-28.55556122625097,44.4791745280838,0.19827101715134243
1.1324169265616746,31.072511274377575,2.875506755810142
1.2531754748242108,40.07136422447351,0.4079577303572135
18.852927797084106,34.08586371670734,5.94457939597948
21.79324995040315,-36.71747231046074,2.5270462082891063
16.207392025700003,-28.57787874664658,3.3746563251358674
3.120748235803859,34.29381431497518,9.222848367184529
-41.62694219373747,15.748536639621122,3.754787365881845
-10.77607077951923,-19.71331802091959,7.000334665471838
29.172590024680545,24.721034108144025,9.334329554198165
-32.30562268637177,-7.039938362651974,9.295008109519667
22.99831642568897,-23.681683993991832,6.9947352987924845
49.63723270405703,44.652377325153836,7.812718967681961
-18.881653109151852,44.93203021149883,7.013455026815242
12.97448580298579,-25.510574598081682,4.01660247770494
11.719470654498345,28.252588903755765,9.246061019732322
-12.175790884589354,29.565252617755306,3.4489176142211675
-20.638049518534242,39.82468802344572,9.811894065554442
-25.89645532542093,22.859722945285426,2.4538464854290645
44.501252591937146,-10.350616373486766,3.6793268304648796
-33.3570567722277,14.709133343960517,6.500717772694875
-4.518497770478078,2.2550335262274643,4.905939071814728
23.88815353388142,32.243339468967605,3.6571389281245095
19.612278870984582,6.380547996640253,9.38502554541541
6.308862003348011,25.746035392442934,9.773574422785831
-35.70194288078059,27.729098789652042,7.323287258763492
-22.76121475910432,-45.60866663073618,4.429975856265519
21.48218194059325,-32.73236615179156,2.812137611027492
10.594506307059525,14.004753578156297,6.505292267057375
15.37211239224655,-37.31609070329965,8.679900229979964
12.55090961032986,29.75563788491634,2.7048567869500784
-32.96122228062105,-17.45496908040004,8.259098318566625
-24.274571299315674,28.08033244677449,2.3517252830992286
39.84431642575176,8.040848126197417,1.8005943669598445
42.40207950496071,41.968638657573365,6.044581834434598
39.16950026576009,-41.78758191030724,2.8548907726831296
-33.00616458688067,-7.008153647689127,5.558165610033137
-22.840287739693732,-5.536069449084913,9.623447640307612
1.4123544412685902,8.571821287113458,7.697882044999687
-38.746429881021115,47.44158426919425,9.158151910728698
24.692180927974718,35.73029227886957,6.445811557439604
9.632807364550075,-49.589324543896595,9.311517923063727
-1.9130374805110577,-41.144594533461444,0.7785202931341584
-44.266665993502144,1.548931058413217,1.0914586524828684
-2.1287104137687862,-10.254337651851209,7.667644353268962
-2.9991246035731365,-28.80363452250011,6.327073168457754
-24.530436457560356,31.281715780222257,2.429308616249115
-8.149832675375492,-15.528035255845708,5.6644472832147645
30.10090055411756,-22.21108317495516,3.633639237266065
-6.964039302937323,-25.454608162439385,9.443547370227018
45.81227432403254,14.364918237329277,9.961067640481142
-40.448786055402984,-48.84783469994494,5.446496136982329
10.243128406974336,9.67233615054488,2.5116446904202827
-41.54707114027855,33.23394144378726,9.483571661197745
-27.49219416872438,7.857553756492166,3.952406924161104
-38.83770570549604,-26.337198406109906,4.520718200037701
-1.5138352046556633,12.296114007118277,3.2689632804510573
-10.049804615456871,45.96741851176179,8.969372226394288
21.52112094400765,-2.5438929717945697,7.3805602905073115
30.62469340252956,-29.440340100934172,5.813388342028921
35.32659039321125,-3.420153446004548,1.7874445332428524
48.48644220335365,-45.2655732460224,5.791084032368607
27.152551439460268,-25.108502108786823,2.026454524648167
35.05791594161096,46.149243552391454,9.997136011249143
17.514339312835233,41.674660634049204,7.434221211525047
-40.24508996231938,44.697786909122,3.485044888039195
49.25868319754191,-4.0643231290340225,4.661003847704742
5.320522420025476,-19.62104601348036,6.008190535026994
40.921063317581286,41.62435796092595,5.539880687313041
-14.014485011396559,33.78024099175833,5.395413591391125
-7.509423146611738,-34.268042263580696,3.1143582225934594
3.414342426502351,-22.481848243902125,7.315269988794272
-3.1328461295024113,-11.9461681842023,0.45562993136777363
